row_id,model_revision,phases,column,current_value,tier,action,proposed_value,preserve_to_notes,why
370,MR-GTWO-0001-V1,0,Model Type,SPARE PARTS,MECHANICAL,move to Model Description,SPAREPARTS,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
2,MR-TOHY-0018-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
12,MR-TOHY-0034-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
14,MR-TOHY-0010-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
23,MR-HYQU-0043-V1,1,Model Type,SUBMERSIBLE,MECHANICAL,set,1PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=1 confirms '1PH SUBMERSIBLE'
24,M-HYQU-0008,1,Model Type,SUBMERSIBLE,MECHANICAL,set,1PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=1 confirms '1PH SUBMERSIBLE'
26,M-HYQU-0009,1,Model Type,SUBMERSIBLE,MECHANICAL,set,1PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=1 confirms '1PH SUBMERSIBLE'
27,MR-HYQU-0074-V1,1,Model Type,SUBMERSIBLE,MECHANICAL,set,1PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=1 confirms '1PH SUBMERSIBLE'
28,MR-HYQU-0075-V1,1,Model Type,SUBMERSIBLE,MECHANICAL,set,1PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=1 confirms '1PH SUBMERSIBLE'
30,M-HYQU-0012,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
32,MR-HYQU-0013-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
33,MR-HYQU-0047-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
35,M-HYQU-0014,1,Model Type,SUBMERSIBLE,MECHANICAL,set,1PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=1 confirms '1PH SUBMERSIBLE'
116,MR-HYQU-0034-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
128,MR-HYQU-0011-V1,1,Model Type,SUBMERSIBLE,MECHANICAL,set,1PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=1 confirms '1PH SUBMERSIBLE'
129,MR-HYQU-0010-V1,1,Model Type,SUBMERSIBLE,MECHANICAL,set,1PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=1 confirms '1PH SUBMERSIBLE'
247,MR-TOHY-0012-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
248,MR-TOHY-0013-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
251,MR-TOHY-0016-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
252,MR-TOHY-0017-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
253,MR-TOHY-0019-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
254,M-TOHY-0020,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
258,MR-TOHY-0025-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
259,MR-TOHY-0026-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
261,MR-TOHY-0028-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
378,MR-REDE-0001-V1,3,Model Type,SUBMERSIBLE,MECHANICAL,set,3PH SUBMERSIBLE,Model Type was 'SUBMERSIBLE',Phases=3 confirms '3PH SUBMERSIBLE'
100,MR-MEEN-0001-V1,3,Model Type,Substation,MECHANICAL,set,SUBSTATION,,case/spacing variant of 'SUBSTATION'
101,MR-MEEN-0002-V1,3,Model Type,Substation,MECHANICAL,set,SUBSTATION,,case/spacing variant of 'SUBSTATION'
102,MR-MEEN-0003-V1,3,Model Type,Substation,MECHANICAL,set,SUBSTATION,,case/spacing variant of 'SUBSTATION'
103,MR-MEEN-0004-V1,3,Model Type,Substation,MECHANICAL,set,SUBSTATION,,case/spacing variant of 'SUBSTATION'
104,MR-MEEN-0005-V1,3,Model Type,Substation,MECHANICAL,set,SUBSTATION,,case/spacing variant of 'SUBSTATION'
10,MR-LGEN-0002-V1,3,Model Type,ZIG ZAG,MECHANICAL,move to Model Description,ZIG-ZAG,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
120,MR-HYQU-0061-V1,3,Model Type,ZIG-ZAG,MECHANICAL,move to Model Description,ZIG-ZAG,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
168,MR-HYQU-0039-V1,3,Model Type,ZIG-ZAG,MECHANICAL,move to Model Description,ZIG-ZAG,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
178,MR-LGEN-0001-V1,3,Model Type,ZIG-ZAG,MECHANICAL,move to Model Description,ZIG-ZAG,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
186,MR-HYQU-0073-V1,3,Model Type,ZIG-ZAG,MECHANICAL,move to Model Description,ZIG-ZAG,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
190,MR-HYQU-0066-V1,3,Model Type,ZIG-ZAG,MECHANICAL,move to Model Description,ZIG-ZAG,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
237,MR-HYQU-0038-V1,3,Model Type,ZIG-ZAG,MECHANICAL,move to Model Description,ZIG-ZAG,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
340,MR-HYQU-0088-V1,3,Model Type,ZIG-ZAG,MECHANICAL,move to Model Description,ZIG-ZAG,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
188,MR-HYQU-0064-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
191,MR-HYQU-0067-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
192,MR-HYQU-0068-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
193,MR-HYQU-0069-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
194,MR-HYQU-0070-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
309,MR-HYQU-0002-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
338,MR-HYQU-0086-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
339,MR-HYQU-0087-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
341,MR-HYQU-0089-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
344,M-HYQU-0092,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
397,MRSA-HYQU-0064-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
398,MRSA-HYQU-0066-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
399,MRSA-HYQU-0069-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
400,MRSA-HYQU-0096-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
401,MRSA-HYQU-0065-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
402,MRSA-HYQU-0067-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
403,MRSA-HYQU-0070-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
404,MRSA-HYQU-0097-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
405,MRSA-HYQU-0082-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
407,MRSA-HYQU-0068-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
408,MRSA-HYQU-0092-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
409,MRSA-HYQU-0002-V1,3,Model Type,ZIG-ZAG + SA,MECHANICAL,move to Model Description,ZIG-ZAG + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
18,MR-HYQU-0005-V1,3,Model Description,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,"no clear replacement -- 5 rows, the same rows as the Model Type ANNEX."
20,M-HYQU-0006,3,Model Description,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,"no clear replacement -- 5 rows, the same rows as the Model Type ANNEX."
21,MR-HYQU-0007-V1,3,Model Description,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,"no clear replacement -- 5 rows, the same rows as the Model Type ANNEX."
22,M-HYQU-0001,3,Model Description,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,"no clear replacement -- 5 rows, the same rows as the Model Type ANNEX."
95,MR-HYQU-0026-V1,,Model Description,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,"no clear replacement -- 5 rows, the same rows as the Model Type ANNEX."
132,MR-HYQU-0063-V1,0,Model Description,Goujon,PHASE-OUT,keep value; keep option,Goujon,,"no clear replacement -- 1 row. A stud/bolt -- plausibly PARTS, but not confidently."
297,MR-HYQU-0083-V1,0,Model Description,PLAQUE ANCRAGE,PHASE-OUT,keep value; keep option,PLAQUE ANCRAGE,,no clear replacement -- 1 row. An anchor plate -- same.
37,MR-PITR-0001-V1,1,Model Description,PROTOTYPE,PHASE-OUT,keep value; keep option,PROTOTYPE,,no clear replacement -- 1 row.
18,MR-HYQU-0005-V1,3,Model Type,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,no clear replacement -- 5 rows. Not in the canonical list; unclear against Core Type's 'Annexe'.
20,M-HYQU-0006,3,Model Type,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,no clear replacement -- 5 rows. Not in the canonical list; unclear against Core Type's 'Annexe'.
21,MR-HYQU-0007-V1,3,Model Type,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,no clear replacement -- 5 rows. Not in the canonical list; unclear against Core Type's 'Annexe'.
22,M-HYQU-0001,3,Model Type,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,no clear replacement -- 5 rows. Not in the canonical list; unclear against Core Type's 'Annexe'.
95,MR-HYQU-0026-V1,,Model Type,ANNEX,PHASE-OUT,keep value; keep option,ANNEX,,no clear replacement -- 5 rows. Not in the canonical list; unclear against Core Type's 'Annexe'.
