"list","displayName","internalName","type","lookupList","lookupShowField","multiValue","choices","formula","hidden","readOnly","required","indexed","restField","csvColumn","idColumn","fillRate","isKey","syncedFromList","syncedFromField","syncedByFlow","viaLookup","readAs","notes"
"Order Items","Attachments","Attachments","other","","","","","","False","False","False","False","Attachments","Attachments","","1","False","","","","","",""
"Order Items","Created By","Author","personOrGroup","","","","","","False","True","False","False","AuthorId","AuthorId","AuthorId","1","False","","","","","",""
"Order Items","BO","BO","choice","","","","BO | OK","","False","False","False","False","BO","BO","","0.057","False","","","","","",""
"Order Items","BO1 Date","BO1Date","dateTime (dateOnly)","","","","","","False","False","False","False","BO1Date","BO1Date","","0.025","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","BO1 Description","BO1Description","text","","","","","","False","False","False","False","BO1Description","BO1Description","","0.025","False","","","","","",""
"Order Items","BO1 Fournisseur Interne","BO1Fournisseur","text","","","","","","False","False","False","False","BO1Fournisseur","BO1Fournisseur","","0.025","False","","","","","",""
"Order Items","BO1 OK","BO1OK","boolean","","","","","","False","False","False","False","BO1OK","BO1OK","","0.079","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","BO1 PO Intern","BO1POIntern","text","","","","","","False","False","False","False","BO1POIntern","BO1POIntern","","0.025","False","","","","","",""
"Order Items","BO1 Part Numbre","BO1PartNumber","text","","","","","","False","False","False","False","BO1PartNumber","BO1PartNumber","","0.025","False","","","","","",""
"Order Items","BO2 Date","BO2Date","dateTime (dateOnly)","","","","","","False","False","False","False","BO2Date","BO2Date","","0.012","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","BO2 Description","BO2Description","text","","","","","","False","False","False","False","BO2Description","BO2Description","","0.012","False","","","","","",""
"Order Items","BO2 Fournisseur Interne","BO2Fournisseur","text","","","","","","False","False","False","False","BO2Fournisseur","BO2Fournisseur","","0.012","False","","","","","",""
"Order Items","BO2 OK","BO2OK","boolean","","","","","","False","False","False","False","BO2OK","BO2OK","","0.067","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","BO2 PO Intern","BO2POIntern","text","","","","","","False","False","False","False","BO2POIntern","BO2POIntern","","0.012","False","","","","","",""
"Order Items","BO2 Part Numbre","BO2PartNumber","text","","","","","","False","False","False","False","BO2PartNumber","BO2PartNumber","","0.012","False","","","","","",""
"Order Items","BO3 Date","BO3Date","dateTime (dateOnly)","","","","","","False","False","False","False","BO3Date","BO3Date","","0.003","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","BO3 Description","BO3Description","text","","","","","","False","False","False","False","BO3Description","BO3Description","","0.003","False","","","","","",""
"Order Items","BO3 Fournisseur Interne","BO3Fournisseur","text","","","","","","False","False","False","False","BO3Fournisseur","BO3Fournisseur","","0.002","False","","","","","",""
"Order Items","BO3 OK","BO3OK","boolean","","","","","","False","False","False","False","BO3OK","BO3OK","","0.057","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","BO3 PO Intern","BO3POIntern","text","","","","","","False","False","False","False","BO3POIntern","BO3POIntern","","0.003","False","","","","","",""
"Order Items","BO3 Part Numbre","BO3PartNumber","text","","","","","","False","False","False","False","BO3PartNumber","BO3PartNumber","","0.003","False","","","","","",""
"Order Items","Bo Penalty","BoPenalty","calculated","","","","","=IF(OR(LOWER(TRIM(BO))=""ok"",TRIM(BO)=""""),0,30)","False","True","False","False","BoPenalty","BoPenalty","","1","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order Items","Planned Tanking Sort Date","Bo_x0020_Sort_x0020_Date","calculated","","","","","=IF(ISBLANK([Planned Tanking Date]),DATE(2999,12,31),[Planned Tanking Date])","False","True","False","False","Bo_x0020_Sort_x0020_Date","Bo_x0020_Sort_x0020_Date","","1","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order Items","CSA","CSA","boolean","","","","","","False","False","False","False","CSA","CSA","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Calc Refreshed","CalcRefreshed","dateTime (dateOnly)","","","","","","False","False","False","False","CalcRefreshed","CalcRefreshed","","0.001","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Client - Lead Time (weeks)","CliLeadTimeWeeks","number","","","","","","False","False","False","False","CliLeadTimeWeeks","CliLeadTimeWeeks","","0.936","False","Clients","CliLeadTimeWeeks","Order Items - sync from Clients","ClientId","plain","Written by 'Order Items - sync from Clients' from Clients.CliLeadTimeWeeks (plain) - edit the parent, not this column."
"Order Items","Client","Client","lookup","Clients","Title","False","","","False","False","False","False","ClientId","ClientId","ClientId","0.998","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ClientId; display value via FieldValuesAsText, or this mirror's Client column."
"Order Items","Client_ID_TextField","Client_ID_TextField","text","","","","","","False","False","False","False","Client_ID_TextField","Client_ID_TextField","","0.998","False","","","","","","Mirror of a lookup; only as current as its last sync (x16). Never derive a fix from it."
"Order Items","Coil Winder","CoilWinder","text","","","","","","False","False","False","False","CoilWinder","CoilWinder","","0.221","False","","","","","",""
"Order Items","Coiling End Date","CoilingDate","dateTime (dateOnly)","","","","","","False","False","False","False","CoilingDate","CoilingDate","","0.188","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Coiling Start Date","CoilingStartDate","dateTime (dateOnly)","","","","","","False","False","False","False","CoilingStartDate","CoilingStartDate","","0","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7). EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Coiling Status","CoilingStatus","choice","","","","Pending | In Progress | Completed | N/A","","False","False","False","False","CoilingStatus","CoilingStatus","","0.195","False","","","","","",""
"Order Items","Compliance Asset Id","ComplianceAssetId","text","","","","","","False","True","False","False","ComplianceAssetId","","","","False","","","","","",""
"Order Items","Configuration","Configuration","text","","","","","","False","False","False","False","Configuration","Configuration","","0.458","False","","","","","",""
"Order Items","Content Type","ContentType","other","","","","","","False","False","False","False","ContentType","","","","False","","","","","",""
"Order Items","Core Status","CoreStatus","choice","","","","Entrepôt SN | Reçu | Transport","","False","False","False","False","CoreStatus","CoreStatus","","0.248","False","","","","","",""
"Order Items","Created","Created","dateTime (dateTime)","","","","","","False","True","False","False","Created","Created","","1","False","","","","","",""
"Order Items","DB","DB","boolean","","","","","","False","False","False","False","DB","DB","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Delivery End Date","DeliveryDate","dateTime (dateOnly)","","","","","","False","False","False","False","DeliveryDate","DeliveryDate","","0","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7). EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Delivery Start Date","DeliveryStartDate","dateTime (dateOnly)","","","","","","False","False","False","False","DeliveryStartDate","DeliveryStartDate","","0","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7). EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Delivery Status","DeliveryStatus","choice","","","","Pending | In Progress | Completed | N/A","","False","False","False","False","DeliveryStatus","DeliveryStatus","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Type","DocIcon","other","","","","","","False","True","False","False","DocIcon","","","","False","","","","","",""
"Order Items","Drying End Date","DryingDate","dateTime (dateOnly)","","","","","","False","False","False","False","DryingDate","DryingDate","","0.108","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Drying Start Date","DryingStartDate","dateTime (dateOnly)","","","","","","False","False","False","False","DryingStartDate","DryingStartDate","","0","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7). EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Drying Status","DryingStatus","choice","","","","Pending | In Progress | Completed | N/A","","False","False","False","False","DryingStatus","DryingStatus","","0.073","False","","","","","",""
"Order Items","Edit","Edit","other","","","","","","False","True","False","False","Edit","","","","False","","","","","",""
"Order Items","Modified By","Editor","personOrGroup","","","","","","False","True","False","False","EditorId","EditorId","EditorId","1","False","","","","","",""
"Order Items","Estimated Delivery Date","EstimatedDeliveryDate","calculated","","","","","=IF(NOT(ISBLANK([Planned Delivery Date])),[Planned Delivery Date],IF(NOT(ISBLANK([Manual Estimated Delivery Date])),[Manual Estimated Delivery Date],IF(NOT(ISBLANK([Finishing End Date])),MAX(TODAY(),[Finishing End Date])+7+[Bo Penalty],IF(NOT(ISBLANK([Testing End Date])),MAX(TODAY(),[Testing End Date])+10+[Bo Penalty],IF(NOT(ISBLANK([Planned Tanking Date])),MAX(TODAY(),[Planned Tanking Date])+14+[Bo Penalty],IF(OR(NOT(ISBLANK([Coiling End Date])),NOT(ISBLANK([Stacking End Date])),NOT(ISBLANK([Assembly End Date])),NOT(ISBLANK([Drying End Date]))),MAX(TODAY(),[Coiling End Date],[Stacking End Date],[Assembly End Date],[Drying End Date],[Tank Delivery Date])+21+[Bo Penalty],IF(NOT(ISBLANK([Order - Order Date])),[Order - Order Date]+90+(IF(ISBLANK([Client - Lead Time (weeks)]),26,[Client - Lead Time (weeks)]))*7,"""")))))))","False","True","False","False","EstimatedDeliveryDate","EstimatedDeliveryDate","","0.998","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order Items","Finishing End Date","FinishingDate","dateTime (dateOnly)","","","","","","False","False","False","False","FinishingDate","FinishingDate","","0.077","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Finishing Start Date","FinishingStartDate","dateTime (dateOnly)","","","","","","False","False","False","False","FinishingStartDate","FinishingStartDate","","0","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7). EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Finishing Status","FinishingStatus","choice","","","","Pending | In Progress | Completed | N/A","","False","False","False","False","FinishingStatus","FinishingStatus","","0.023","False","","","","","",""
"Order Items","Folder Child Count","FolderChildCount","lookup","","FolderChildCount","False","","","False","True","False","False","FolderChildCountId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives FolderChildCountId; display value via FieldValuesAsText, or this mirror's FolderChildCount column."
"Order Items","Frame","Frame","choice","","","","Plaspak | Reçu | 0","","False","False","False","False","Frame","Frame","","0.317","False","","","","","",""
"Order Items","Fx Rate","FxRate","calculated","","","","","=IF([Fx Year]=0,0,IF([Fx Year]<=2024,1.35,IF([Fx Year]=2025,1.44,IF([Fx Year]=2026,1.38,IF([Fx Year]=2027,1.39,IF([Fx Year]=2028,1.43,1.47))))))","False","True","False","False","FxRate","FxRate","","1","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order Items","Fx Year","FxYear","calculated","","","","","=IF(AND(ISBLANK([Estimated Delivery Date]),ISBLANK([Order - Initial Promised Date])),0,YEAR(IF(ISBLANK([Estimated Delivery Date]),[Order - Initial Promised Date],[Estimated Delivery Date])))","False","True","False","False","FxYear","FxYear","","1","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order Items","ID","ID","other","","","","","","False","True","False","False","ID","","","","False","","","","","",""
"Order Items","ISO Coil","ISOCoil","boolean","","","","","","False","False","False","False","ISOCoil","ISOCoil","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","ISO Stack","ISOStack","boolean","","","","","","False","False","False","False","ISOStack","ISOStack","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Impulse","Impulse","boolean","","","","","","False","False","False","False","Impulse","Impulse","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Info+","Info_x002b_","text","","","","","","False","False","False","False","Info_x002b_","Info_x002b_","","0.084","False","","","","","",""
"Order Items","Invoice","Invoice","boolean","","","","","","False","False","False","False","Invoice","Invoice","","0.072","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Is Canadian","IsCanadian","calculated","","","","","=OR(LOWER(TRIM([Order - Province/State]))=""ab"",LOWER(TRIM([Order - Province/State]))=""bc"",LOWER(TRIM([Order - Province/State]))=""mb"",LOWER(TRIM([Order - Province/State]))=""nb"",LOWER(TRIM([Order - Province/State]))=""nl"",LOWER(TRIM([Order - Province/State]))=""nt"",LOWER(TRIM([Order - Province/State]))=""ns"",LOWER(TRIM([Order - Province/State]))=""nu"",LOWER(TRIM([Order - Province/State]))=""on"",LOWER(TRIM([Order - Province/State]))=""pe"",LOWER(TRIM([Order - Province/State]))=""qc"",LOWER(TRIM([Order - Province/State]))=""sk"",LOWER(TRIM([Order - Province/State]))=""yt"")","False","True","False","False","IsCanadian","IsCanadian","","1","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order Items","Item Child Count","ItemChildCount","lookup","","ItemChildCount","False","","","False","True","False","False","ItemChildCountId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ItemChildCountId; display value via FieldValuesAsText, or this mirror's ItemChildCount column."
"Order Items","Item Status","ItemStatus","choice","","","","Active | Delivered | Regrouped | Cancelled","","False","False","False","False","ItemStatus","ItemStatus","","1","False","","","","","",""
"Order Items","Last Modified","LastModified","dateTime (dateTime)","","","","","","False","False","False","False","LastModified","LastModified","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Lead Assembly","LeadAssembly","boolean","","","","","","False","False","False","False","LeadAssembly","LeadAssembly","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Unit ID","LinkTitle","other","","","","","","False","True","False","False","LinkTitle","","","","False","","","","","",""
"Order Items","Unit ID","LinkTitleNoMenu","other","","","","","","False","True","False","False","LinkTitleNoMenu","","","","False","","","","","",""
"Order Items","Location","Location","choice","","","","Isolation | Bobinage | Stacking | Assemblage | Four | Tanking | Test | Finition | Livraison | Entrepôt | Extérieur | Réparation","","False","False","False","False","Location","Location","","0.195","False","","","","","",""
"Order Items","Location Stamped","LocationStamped","text","","","","","","False","False","False","False","LocationStamped","LocationStamped","","0.189","False","","","","","",""
"Order Items","Manual Estimated Delivery Date","ManualEstimatedDeliveryDate","dateTime (dateOnly)","","","","","","False","False","False","False","ManualEstimatedDeliveryDate","ManualEstimatedDeliveryDate","","0.968","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Model - Estimated Effort","MdlEstimatedEffort","number","","","","","","False","False","False","False","MdlEstimatedEffort","MdlEstimatedEffort","","0.844","False","Models","Estimated_x0020_Effort","Order Items - sync from Models","ModelId","plain","Written by 'Order Items - sync from Models' from Models.Estimated_x0020_Effort (plain) - edit the parent, not this column."
"Order Items","Model - Latest Model Revision","MdlLatestModelRevision","text","","","","","","False","False","False","False","MdlLatestModelRevision","MdlLatestModelRevision","","0.995","False","Models","ModelRevision","Order Items - sync from Models","ModelId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Models' from Models.ModelRevision (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Model - Model_ID","MdlModelID","text","","","","","","False","False","False","False","MdlModelID","MdlModelID","","0.995","False","Models","ModelID","Order Items - sync from Models","ModelId","plain","Written by 'Order Items - sync from Models' from Models.ModelID (plain) - edit the parent, not this column."
"Order Items","Model - Modification_Status","MdlModificationStatus","choice","","","","Up to Date | Minor Changes | Moderate Changes | Major Changes | New Model","","False","False","False","False","MdlModificationStatus","MdlModificationStatus","","0.838","False","Models","ModificationStatus","Order Items - sync from Models","ModelId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Models' from Models.ModificationStatus (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Model - Parent Model","MdlParentModel","text","","","","","","False","False","False","False","MdlParentModel","MdlParentModel","","0.033","False","Models","ParentModel","Order Items - sync from Models","ModelId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Models' from Models.ParentModel (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Model","Model","lookup","Models","ModelName","False","","","False","False","False","False","ModelId","ModelId","ModelId","0.995","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ModelId; display value via FieldValuesAsText, or this mirror's Model column."
"Order Items","Model Revision","ModelRevision","lookup","Model Revisions","ModelID","False","","","False","False","False","False","ModelRevisionId","ModelRevisionId","ModelRevisionId","0.995","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ModelRevisionId; display value via FieldValuesAsText, or this mirror's ModelRevision column."
"Order Items","Model_ID_TextField","Model_ID_TextField","text","","","","","","False","False","False","False","Model_ID_TextField","Model_ID_TextField","","0.995","False","","","","","","Mirror of a lookup; only as current as its last sync (x16). Never derive a fix from it."
"Order Items","Model_Revision_ID_TextField","Model_Revision_ID_TextField","text","","","","","","False","False","False","False","Model_Revision_ID_TextField","Model_Revision_ID_TextField","","0.995","False","","","","","","Mirror of a lookup; only as current as its last sync (x16). Never derive a fix from it."
"Order Items","Modified","Modified","dateTime (dateTime)","","","","","","False","True","False","False","Modified","Modified","","1","False","","","","","",""
"Order Items","Oil Analysis","OilAnalysis","boolean","","","","","","False","False","False","False","OilAnalysis","OilAnalysis","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Order - Client Date Status","OrdClientDateStatus","choice","","","","Confirmed | Not Confirmed | Pending","","False","False","False","False","OrdClientDateStatus","OrdClientDateStatus","","0.103","False","Order","ClientDateStatus","Order Items - sync from Order","OrderNumberId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Order' from Order.ClientDateStatus (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Order - Engineering Required","OrdEngineeringRequired","boolean","","","","","","False","False","False","False","OrdEngineeringRequired","OrdEngineeringRequired","","0.578","False","Order","EngineeringRequired","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.EngineeringRequired (plain) - edit the parent, not this column. Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Order - Indexing","OrdIndexing","choice","","","","Y | N","","False","False","False","False","OrdIndexing","OrdIndexing","","0.946","False","Order","Indexing","Order Items - sync from Order","OrderNumberId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Order' from Order.Indexing (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Order - Initial Promised Date","OrdInitialPromisedDate","dateTime (dateOnly)","","","","","","False","False","False","False","OrdInitialPromisedDate","OrdInitialPromisedDate","","0.989","False","Order","Initial_x0020_Promised_x0020_Dat","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.Initial_x0020_Promised_x0020_Dat (plain) - edit the parent, not this column. Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Order - LDs","OrdLDs","boolean","","","","","","False","False","False","False","OrdLDs","OrdLDs","","0.192","False","Order","LDs","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.LDs (plain) - edit the parent, not this column. Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Order - New model to be created","OrdNewmodeltobecreated","choice","","","","Yes | No","","False","False","False","False","OrdNewmodeltobecreated","OrdNewmodeltobecreated","","0","False","Order","New_x0020_model_x0020_to_x0020_b","Order Items - sync from Order","OrderNumberId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Order' from Order.New_x0020_model_x0020_to_x0020_b (?['Value'] (Choice/lookup)) - edit the parent, not this column. EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Order - Note","OrdNote","text","","","","","","False","False","False","False","OrdNote","OrdNote","","0.071","False","Order","Note","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.Note (plain) - edit the parent, not this column."
"Order Items","Order - Order Date","OrdOrderDate","dateTime (dateOnly)","","","","","","False","False","False","False","OrdOrderDate","OrdOrderDate","","0.996","False","Order","Order_x0020_Date","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.Order_x0020_Date (plain) - edit the parent, not this column. Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Order - Order Folder","OrdOrderFolder","other","","","","","","False","False","False","False","OrdOrderFolder","OrdOrderFolder","","0.459","False","Order","Order_x0020_Folder","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.Order_x0020_Folder (plain) - edit the parent, not this column."
"Order Items","Order - Order Status","OrdOrderStatus","choice","","","","Active | Cancelled","","False","False","False","False","OrdOrderStatus","OrdOrderStatus","","0.998","False","Order","OrderStatus","Order Items - sync from Order","OrderNumberId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Order' from Order.OrderStatus (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Order - Order Step","OrdOrderStep","choice","","","","Order Creation | Engineering Preliminary Review | Electrical Design | Planning Schedule | P.O. (Preliminary) | P.O. (Update) | Thermal Constraints | Elec. Design Validation | Mechanical Design 1 | Customer Drawings | Mechanical Design 2 | Update Delivery Date | P.O. Final | Production","","False","False","False","False","OrdOrderStep","OrdOrderStep","","0.459","False","Order","Order_x0020_Step","Order Items - sync from Order","OrderNumberId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Order' from Order.Order_x0020_Step (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Order - Order Type","OrdOrderType","choice","","","","Standard | Warranty | Repair | ETS | Parts | R&D","","False","False","False","False","OrdOrderType","OrdOrderType","","0.998","False","Order","Order_x0020_Type1","Order Items - sync from Order","OrderNumberId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Order' from Order.Order_x0020_Type1 (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Order - PO","OrdPO","text","","","","","","False","False","False","False","OrdPO","OrdPO","","0.991","False","Order","PO","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.PO (plain) - edit the parent, not this column."
"Order Items","Order - Price","OrdPrice","currency","","","","","","False","False","False","False","OrdPrice","OrdPrice","","0.995","False","Order","Price","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.Price (plain) - edit the parent, not this column."
"Order Items","Order - Province/State","OrdProvinceState","text","","","","","","False","False","False","False","OrdProvinceState","OrdProvinceState","","0.983","False","Order","Province_x002F_State","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.Province_x002F_State (plain) - edit the parent, not this column."
"Order Items","Order - Sales Notes","OrdSalesNotes","text","","","","","","False","False","False","False","OrdSalesNotes","OrdSalesNotes","","0","False","Order","SalesNotes","Order Items - sync from Order","OrderNumberId","plain","Written by 'Order Items - sync from Order' from Order.SalesNotes (plain) - edit the parent, not this column. EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Order - WET-WETP","OrdWETWETP","choice","","","","WET | WETP","","False","False","False","False","OrdWETWETP","OrdWETWETP","","0.961","False","Order","WET_x002d_WETP","Order Items - sync from Order","OrderNumberId","?['Value'] (Choice/lookup)","Written by 'Order Items - sync from Order' from Order.WET_x002d_WETP (?['Value'] (Choice/lookup)) - edit the parent, not this column."
"Order Items","Order Number","OrderNumber","lookup","Order","Order_x0020_Number1","False","","","False","False","False","False","OrderNumberId","OrderNumberId","OrderNumberId","0.998","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives OrderNumberId; display value via FieldValuesAsText, or this mirror's OrderNumber column."
"Order Items","Order_Number_TextField","Order_Number_TextField","text","","","","","","False","False","False","False","Order_Number_TextField","Order_Number_TextField","","0.998","False","","","","","","Mirror of a lookup; only as current as its last sync (x16). Never derive a fix from it."
"Order Items","Original Tanking Date","OriginalTankingDate","dateTime (dateOnly)","","","","","","False","False","False","False","OriginalTankingDate","OriginalTankingDate","","0.94","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Partial D","PartialD","boolean","","","","","","False","False","False","False","PartialD","PartialD","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order Items","Planned Delivery Date","Planned_x0020_Delivery_x0020_Dat","dateTime (dateOnly)","","","","","","False","False","False","False","Planned_x0020_Delivery_x0020_Dat","Planned_x0020_Delivery_x0020_Dat","","0.142","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Planned Tanking Date","Planned_x0020_Tanking_x0020_Date","dateTime (dateOnly)","","","","","","False","False","False","False","Planned_x0020_Tanking_x0020_Date","Planned_x0020_Tanking_x0020_Date","","0.961","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Price CAD","PriceCAD","calculated","","","","","=IF([Is Canadian],[Order - Price],IF([Fx Rate]=0,"""",[Order - Price]*[Fx Rate]))","False","True","False","False","PriceCAD","PriceCAD","","1","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order Items","Price USD","PriceUSD","calculated","","","","","=IF([Is Canadian],IF([Fx Rate]=0,"""",[Order - Price]/[Fx Rate]),[Order - Price])","False","True","False","False","PriceUSD","PriceUSD","","1","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order Items","Production Line","ProductionLine","choice","","","","Power / Ligne 1 | Distribution | Power | Zone B | Ligne 1","","False","False","False","False","ProductionLine","ProductionLine","","0.743","False","","","","","",""
